age,hours-per-week,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,workclass,education,race,sex,country,income
45,40,6.166,10.382,0.898,69.702,0.841,-0.165,0.735,0,2,1,0,26,0
46,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,0,32,1
17,7,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
44,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,1,32,1
56,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
69,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,1
41,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,0,1,0,21,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,0,0,32,0
33,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,2,1,0,21,0
25,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,0
42,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,1,1,1,32,0
65,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,4,1,0,32,0
24,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
48,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,3,1,32,0
82,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,1,1,1,32,0
36,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,1
28,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
65,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,4,0,32,1
66,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,0,0,32,0
40,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,3,0,32,0
37,40,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,0,1,1,0,5,0
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
41,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,5,1,1,32,0
43,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,0,1,32,1
20,45,7.103,10.776,0.9259999999999999,73.8,0.915,0.08900000000000001,0.415,0,2,1,0,1,0
59,10,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,1,32,0
48,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
45,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,1
28,48,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
43,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
18,15,3.615,7.477,0.54,55.7,0.593,0.42200000000000004,0.721,0,3,0,1,10,0
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,0,32,0
55,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,6,1,0,32,0
21,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,1,0,32,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
45,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
61,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
44,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,1,32,0
45,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,1
35,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
17,15,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,0
49,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,0,0,32,1
28,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,5,1,0,32,0
33,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,1,32,0
31,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
38,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
62,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
61,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
42,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,1,32,1
19,2,5.845,10.651,0.799,73.9,0.672,-0.083,0.727,2,3,4,0,28,0
32,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,0
52,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
37,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,1
30,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
27,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
25,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
32,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
47,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,1,32,1
43,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
50,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,0,32,1
42,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,1,32,1
31,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
43,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
37,17,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,4,1,32,0
58,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
32,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
35,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,1,32,1
40,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
39,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
51,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
42,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
27,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
69,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
74,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
36,43,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
23,23,4.721,9.584,0.71,66.3,0.608,0.218,0.7140000000000001,2,3,1,1,15,0
48,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,1,1,0,32,0
38,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
68,24,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,1,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
48,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,0,32,0
55,51,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
22,17,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,1,32,0
49,40,5.972,8.62,0.8640000000000001,67.657,0.836,0.02,0.664,0,2,1,0,23,0
51,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
42,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,1
31,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
67,24,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,1,0,32,0
27,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,4,0,0,32,0
59,15,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,5,1,0,32,0
66,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
28,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
33,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
44,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,0
39,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,0,0,32,1
39,42,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,0
46,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,1
19,36,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,0,1,0,21,0
44,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
24,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
48,42,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
27,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
44,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
30,35,7.085,11.342,0.9470000000000001,72.4,0.879,0.077,0.363,0,2,1,1,16,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,1
49,78,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
37,30,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,3,0,1,0,21,0
24,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,1
19,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
20,10,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
25,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,0,32,0
43,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
35,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
47,48,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,1
53,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
27,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
36,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
55,80,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,1,1,0,32,0
41,70,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
49,63,7.103,10.776,0.9259999999999999,73.8,0.915,0.08900000000000001,0.415,3,6,1,0,1,1
36,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
62,28,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
44,72,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
69,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,0
22,40,5.88,9.076,0.83,62.0,0.917,-0.09699999999999999,0.742,0,3,4,1,25,0
36,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
58,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
19,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
27,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
19,28,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
58,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
18,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
48,10,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,0,1,32,0
22,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,2,1,0,21,0
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
47,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,0
23,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,1,1,0,21,0
40,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
35,40,7.155,10.873,0.903,72.5,0.875,0.011000000000000001,0.46,0,3,1,1,7,0
20,32,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
41,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
27,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
58,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
38,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,0,1,32,0
29,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
28,40,7.155,10.873,0.903,72.5,0.875,0.011000000000000001,0.46,1,3,0,1,7,0
35,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
18,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
25,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
65,22,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
19,15,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
37,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
22,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
70,40,7.064,10.707,0.934,72.5,0.8590000000000001,0.233,0.45899999999999996,0,4,1,0,31,0
21,32,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,1,32,0
21,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
46,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
33,50,3.819,8.755,0.603,60.633,0.893,0.08900000000000001,0.774,1,6,4,0,14,1
36,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
42,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,1
52,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
55,6,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,1
60,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
57,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,1,1,1,32,0
35,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,0,0,32,1
24,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
37,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
45,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,1,0,32,1
48,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,0,32,0
22,42,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
45,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
35,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
22,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
34,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
25,45,5.88,9.076,0.83,62.0,0.917,-0.09699999999999999,0.742,0,2,4,0,25,0
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
44,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,1,0,32,1
33,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,0,1,1,21,0
48,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
58,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
36,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
53,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
25,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
21,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,0,1,32,0
36,40,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,0,1,1,1,5,0
51,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,1,1,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
41,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,0
20,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
58,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
21,25,5.972,8.62,0.8640000000000001,67.657,0.836,0.02,0.664,0,2,1,0,23,0
32,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
54,20,3.819,8.755,0.603,60.633,0.893,0.08900000000000001,0.774,2,6,4,0,14,0
62,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,1,32,0
43,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
20,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
23,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
33,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,0,32,0
63,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,1,1,0,32,0
45,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
26,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
28,5,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
20,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
34,42,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
33,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,4,0,32,0
20,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,4,1,32,0
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
49,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
65,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
19,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
47,23,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
24,20,3.819,8.755,0.603,60.633,0.893,0.08900000000000001,0.774,0,3,4,0,14,0
55,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,1
61,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
47,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,1
64,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
37,40,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,0,2,1,0,5,0
21,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,0
40,16,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,0
25,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
41,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,1
21,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
54,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,1
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
21,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
32,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,1,32,0
26,10,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
27,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,1,32,0
43,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
23,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,1,32,0
39,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
47,37,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,3,0,32,0
35,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
20,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
